date;txVolume(USD);adjustedTxVolume(USD);txCount;marketcap(USD);price(USD);exchangeVolume(USD);realizedCap(USD);generatedCoins;fees;activeAddresses;averageDifficulty;paymentCount;medianTxValue(USD);medianFee;blockSize;blockCount
30/04/2015;2.394.096.341.752.480;7.097.542.669.221.610;112824;3.184.503.106.532.960;225.69;33818600.0;4.176.377.705.811.050;3350.0;1.673.387.524;246411;476.105.645.134.714;186467;323.233.218;0.0001;58754209;134
01/05/2015;25.765.288.038.156.400;6.847.282.958.176.150;99412;3.330.054.608.253.180;235.94;18815300.0;4.176.101.516.682.710;3700.0;13.737.660.870.000.000;222862;476.105.645.134.714;172602;27.770.138;0.0001;50116557;148
02/05/2015;17.160.062.813.211.900;39.702.811.269.193.800;94955;3.280.118.035.494.480;232.34;12535500.0;41.766.801.780.607.100;3675.0;1.399.169.181;268349;476.105.645.134.714;253102;15.340.123.036.400.000;0.0001;54595790;147
03/05/2015;16.273.376.300.233.400;5.174.344.489.865.470;84461;3.316.777.472.915.950;234.88;18494100.0;41.780.006.784.671.700;3525.0;12.343.689.770.000.000;247957;47.618.947.535.854;216473;236.304.241.856;0.0001;48760422;141
04/05/2015;26.635.445.576.632.900;7.647.575.400.333.750;103872;33.949.243.946.297.300;240.36;21223400.0;41.782.572.128.883.500;3200.0;1.510.627.218;257381;476.433.980.178.034;193091;27.678.607.728.000.000;0.0001;56037743;128
05/05/2015;26.187.663.482.337.300;6.731.643.866.990.570;115194;33.745.468.038.467.700;238.85;23929100.0;41.775.010.185.169.800;3850.0;1.632.255.227;263228;476.433.980.178.035;199068;33.099.945.259.500.000;0.0001;59406871;154
06/05/2015;2.523.719.814.989.950;65.400.237.587.683.600;111572;33.387.908.416.039.200;236.25;29587200.0;41.768.985.296.955.900;4025.0;1.578.427.708;272342;476.433.980.178.035;208609;3.094.875;0.0001;58490262;161
07/05/2015;26.838.219.168.831.400;6.973.208.144.924.610;110984;32.464.997.683.926.100;229.66;29064400.0;4.176.863.821.694.280;3525.0;1.599.528.963;261584;476.433.980.178.035;205029;300.287.638.358;0.0001;59345507;141
08/05/2015;22.916.091.992.862.300;6.695.562.565.500.590;108995;3.353.948.450.018.860;237.2;27445500.0;41.780.412.916.116.000;3750.0;1.657.046.441;296615;476.433.980.178.035;259576;25.996.878.056;0.0001;59961049;150
09/05/2015;19.300.765.808.704.200;6.137.015.774.105.430;94587;3.447.631.056.910.920;243.77;19790500.0;41.786.678.412.602.000;3225.0;1.334.743.823;235300;476.433.980.178.034;178833;20.086.648;0.0001;49191201;129
10/05/2015;20.594.832.423.788.600;4.769.650.229.745.870;89280;3.419.473.788.521.590;241.73;15019100.0;41.786.142.387.869.500;3225.0;155.854.514;270609;476.433.980.178.034;230640;301.534.002;0.0001;54478574;129
11/05/2015;2.505.401.303.547.740;741.249.391.849.983;111216;3.400.210.909.868.680;240.3;20892300.0;417.600.131.073.469;3950.0;17.331.589.140.000.000;266171;476.433.980.178.035;215559;48.257.012.358.000.000;0.0001;62166546;158
12/05/2015;22.858.804.783.853.700;7.830.431.412.311.410;109951;34.273.650.461.021.900;242.15;19282600.0;41.754.599.093.736.000;3750.0;1.605.606.726;274468;476.433.980.178.035;205797;658.179.996.695;0.0001;60408656;150
13/05/2015;24.449.308.403.565.300;7.502.064.774.652.150;108696;34.176.555.794.906.500;241.4;27180100.0;4.174.956.814.603.280;4050.0;1.548.162.095;248774;476.433.980.178.035;200652;46.792.283.182;0.0001;57548245;162
14/05/2015;22.378.883.236.548.800;7.555.842.197.115.570;101430;3.345.115.133.035.740;236.21;24413700.0;41.741.488.985.716.500;3850.0;1.406.091.765;238229;476.433.980.178.035;178508;45.990.087;0.0001;52248905;154
15/05/2015;19.704.746.954.006.300;5.653.622.395.092.410;105013;3.356.686.048.220.200;236.96;16.329.399.999.999.900;41.743.874.068.514.800;3675.0;15.121.865.040.000.000;246460;476.433.980.178.035;195835;35.520.304;0.0001;54390373;147
16/05/2015;15.563.963.646.809.800;4.050.955.024.285.450;90554;33.670.807.596.905.300;237.64;11089700.0;41.743.173.894.645.800;3300.0;1.311.363.793;263674;476.433.980.178.035;238191;23.764;0.0001;51350538;132
17/05/2015;12.527.030.919.801.200;33.782.300.873.252;86991;33.449.802.806.835.300;236.01;11134300.0;41.749.168.475.255.400;4275.0;1.307.921.042;259127;482.288.464.009.117;220830;21.577.898.679;0.0001;53326557;171
18/05/2015;19.869.126.269.118.800;6.360.501.273.044.730;98434;3.358.248.196.709.130;236.89;16780300.0;41.740.124.385.778.500;3600.0;1.484.130.953;245688;488.074.872.446.814;198588;330.614.059.782;0.0001;54036739;144
19/05/2015;25.107.811.322.329.200;7.575.333.400.602.530;107216;33.044.062.005.946.100;233.04;14241900.0;4.173.287.986.454.260;3250.0;1.568.797.983;255639;488.074.872.446.814;192592;612.028.570.848;0.0001;58545516;130
20/05/2015;22.348.687.551.729.100;687.410.427.474.805;106743;3.288.960.517.190.360;231.89;15499400.0;41.736.631.776.713.300;3625.0;150.403.967;257272;488.074.872.446.814;201864;5.042.868.930.349.990;0.0001;56600611;145
21/05/2015;18.911.463.533.633.200;6.933.908.076.468.470;98147;33.201.625.266.973.700;234.02;15108900.0;41.739.515.275.383.000;3875.0;1.447.529.212;237948;488.074.872.446.814;189940;51.345.986.530.800.000;0.0001;51823263;155
22/05/2015;25.588.697.522.365.300;8.261.706.267.975.940;102632;33.393.336.192.179.700;235.32;27003000.0;4.173.967.582.568.330;3450.0;1.533.794.565;247123;488.074.872.446.814;208106;42.334.068;0.0001;56879889;138
23/05/2015;19.489.361.099.293.300;7.112.890.267.056.540;86167;3.410.590.678.252.430;240.29;14605000.0;41.735.268.406.175.900;2800.0;1.275.570.619;221840;488.074.872.446.813;193106;36.013.487.779;0.0001;48562126;112
24/05/2015;13.940.262.337.207.900;49.117.135.869.762.100;93898;33.928.771.502.731.600;238.98;11508000.0;4.174.294.019.355.420;3650.0;1.352.427.108;289097;488.074.872.446.814;289369;219.422.402.556;0.0001;58236525;146
25/05/2015;1.799.789.850.659.860;632.887.783.916.976;105945;3421374651.0;240.93;14423900.0;4.172.946.325.378.910;3525.0;1.552.614.626;260538;488.074.872.446.814;227362;306.292.646.583;0.0001;60033499;141
26/05/2015;20.047.273.638.938.500;7.745.900.446.226.380;108240;3.367.782.717.792.250;237.1;16.425.000.000.000.000;41.726.530.658.133.400;3600.0;1.804.951.479;271049;488.074.872.446.814;217269;44.928.814.009.999.900;0.0001;60351928;144
27/05/2015;2.386.469.672.637.470;7.527.953.004.422.030;107951;33.682.738.777.773.500;237.07;18837000.0;41.716.848.456.414.400;3450.0;1.600.109.647;260548;488.074.872.446.814;191795;492.453.562.672;0.0001;60431266;138
28/05/2015;20.747.241.932.263.000;8.095.215.153.251.680;110848;33.716.853.184.578.500;237.26;13829600.0;4.170.270.121.352.520;3300.0;1.624.789.347;256485;488.074.872.446.814;195989;42.398.362;0.0001;59783804;132
29/05/2015;2.281.275.054.823.010;7.523.382.548.282.460;123898;3.374.276.034.851.960;237.38;14805000.0;41.706.429.802.312.000;3850.0;1.783.224.896;293460;488.074.872.446.814;234967;261.118;0.0001;65027216;154
30/05/2015;18.981.112.651.701.500;7.535.084.282.581.660;127665;33.709.445.165.942.100;237.09;14098600.0;4.158.978.298.699.200;3400.0;170.420.672;311054;488.074.872.446.814;283329;12.178.198.977.000.000;0.0001;65288822;136
31/05/2015;18.004.165.287.713.400;56.909.044.237.412.900;98636;33.155.690.314.968.000;233.13;14730800.0;4.157.455.777.316.890;3700.0;3.945.981.082;294994;485.359.293.324.864;248207;34.340.608.512;0.0001;56197017;148
01/06/2015;25.663.354.307.919.100;9.103.144.067.295.800;128564;3.275.014.787.228.450;230.23;26090500.0;4.153.275.199.158.190;3300.0;2.170.563.529;310813;47.589.591.153.625;239124;651.216.260.695;0.0001;70103250;132
02/06/2015;23.248.407.540.818.900;8.523.865.766.132.090;128057;31.715.550.913.708.100;222.89;20459000.0;4.151.242.329.100.140;3750.0;1.856.065.267;306900;47.589.591.153.625;231457;594.849.210.913;0.0001;70326266;150
03/06/2015;2.464.194.550.191.050;7.813.565.240.402.590;127458;3.212.924.021.233.800;225.74;17752400.0;41.495.269.714.526.100;3550.0;1.803.214.868;292969;47.589.591.153.625;231248;40.222.725.671;0.0001;67003256;142
04/06/2015;22.848.362.688.126.700;7.024.769.675.458.870;118205;3.214.147.254.341.340;225.77;14728100.0;41.488.893.694.027.000;3525.0;1.682.484.681;277531;47.589.591.153.625;209147;323.857.537.506;0.0001;61000891;141
05/06/2015;24.497.419.194.205.000;745.624.715.863.744;110063;31.918.291.137.197.100;224.15;18056500.0;41.488.060.495.375.000;3450.0;159.113.149;264710;47.589.591.153.625;206605;46.389.187.400.000.000;0.0001;58220943;138
06/06/2015;17.740.830.862.732.100;50.410.922.016.187.200;92518;3.205.033.859.262.290;225.01;11131500.0;41.492.512.690.737.600;4450.0;1.425.095.862;267857;47.589.591.153.625;242457;483.436.482.611;0.0001;51173682;178
07/06/2015;15.978.913.136.166.200;53.306.089.207.377.400;83478;32.143.011.818.808.300;225.6;13318400.0;4.146.956.134.262.230;3725.0;1.296.274.061;261175;47.589.591.153.625;224999;28.655.991.744;0.0001;53066851;149
08/06/2015;19.247.453.646.328.400;6.721.144.666.779.430;108016;31.763.994.221.660.400;222.88;23378400.0;41.476.645.338.057.600;3925.0;1.734.380.551;248291;47.589.591.153.625;194428;302.573.730.592;0.0001;58444654;157
09/06/2015;24.138.250.276.118.100;7.681.981.922.450.160;121487;3.257.906.381.732.800;228.54;28353100.0;4.148.162.701.018.210;3775.0;177.172.119;283463;47.589.591.153.625;204866;502.788;0.0001;63362231;151
10/06/2015;2.388.476.340.095.340;7.898.689.656.939.180;131110;32.653.543.432.745.100;228.99;15904800.0;41.471.164.171.294.500;4225.0;2.008.297.998;361008;47.589.591.153.625;267601;599.711.894.964;0.0001;82892282;169
11/06/2015;2.348.125.926.503.440;7.272.612.954.957.330;120489;32.640.279.439.946.000;228.85;14416000.0;4.145.782.794.116.490;3375.0;1.744.264.663;283760;47.589.591.153.625;207863;700.275.393.175;0.0001;61990880;135
12/06/2015;25.296.267.603.877.100;7.877.177.280.438.390;126803;32.772.091.855.018.200;229.71;14017700.0;41.468.228.234.480.800;3550.0;1.836.680.608;300429;47.589.591.153.625;243539;6.006.842.992.800.000;0.0001;68047498;142
13/06/2015;18.605.212.098.152.400;6.656.857.806.875.950;105684;3.281.113.092.431.660;229.92;13305300.0;4.146.075.184.728.380;3975.0;169.025.367;282777;47.589.591.153.625;243005;469.192.179.936;0.0001;59648423;159
14/06/2015;23.412.348.938.108.300;5.914.688.583.418.660;102888;3.317.955.101.801.140;232.44;12165900.0;41.457.472.848.358.100;3700.0;15.983.483.360.000.000;290744;491.240.633.275.238;251561;353.136.771.156;0.0001;60236963;148
15/06/2015;30.506.188.724.213.100;8.587.854.987.954.840;129245;33.327.838.010.439.100;233.42;19912100.0;414.658.601.430.714;3600.0;1.987.304.204;321007;496.923.863.548.938;276177;448.506.516.282;0.0001;73862226;144
16/06/2015;3.689.761.556.670.380;12.735.009.712.223.600;121423;3.381.060.746.651.570;236.76;41612000.0;41.508.844.849.347.100;2950.0;2.013.279.514;280540;496.923.863.548.938;264526;485.303.261.088;0.0001;67705548;118
17/06/2015;4.095.052.497.267.850;12.363.055.839.818.100;132964;35.829.522.164.928.500;250.82;43858400.0;41.511.772.619.703.900;3950.0;2.345.269.754;323292;496.923.863.548.938;332916;678.039.047.308;0.0001;80775475;158
18/06/2015;3.188.889.676.250.260;10.848.964.196.302.800;124773;35.639.875.026.988.000;249.43;30980200.0;41.513.115.689.169.800;3900.0;2.733.272.035;282519;496.923.863.548.938;384859;5.464.441.851.310.000;0.0001;75569200;156
19/06/2015;37.211.762.057.318.800;13.623.751.948.269.800;125075;35.593.086.391.339.600;249.04;23965300.0;41.521.045.081.082.300;3675.0;2.730.544.421;294773;496.923.863.548.938;318447;40.599.745.999.999.900;0.0001;75838577;147
20/06/2015;22.737.334.743.978.500;6.765.199.137.805.040;101878;34.957.560.327.133.400;244.53;20608100.0;41.530.862.881.144.800;3350.0;153.721.681;263208;496.923.863.548.938;234183;36.606.141;0.0001;58985628;134
21/06/2015;18.844.543.946.960.900;5.533.087.053.685.200;96530;35.046.933.469.775.300;245.1;10600900.0;4.154.134.653.120.880;3100.0;1.407.698.414;281052;496.923.863.548.938;255063;27.432.638.577.000.000;0.0001;57021658;124
22/06/2015;24.991.534.510.005.500;8.421.447.905.020.810;119192;3489405322.0;243.97;17692500.0;4.155.173.052.892.750;3825.0;2.792.504.014;266004;496.923.863.548.938;382338;599.926.206.711;0.0001;90153373;153
23/06/2015;26.278.392.320.570.800;8.137.650.400.195.920;125420;3.532.553.605.702.370;246.93;15108700.0;4.155.189.192.298.420;3500.0;1.874.452.789;301327;496.923.863.548.938;247466;49.386;0.0001;73027174;140
24/06/2015;25.798.530.097.530.300;8.301.177.250.332.020;112937;34.957.133.642.940.400;244.28;17344900.0;41.540.987.316.515.100;3900.0;1.635.528.118;268106;496.923.863.548.938;205523;4.409.382.247;0.0001;60148083;156
25/06/2015;20.485.501.451.281.300;768.289.520.173.113;111316;3.440.587.926.007.900;240.37;16.133.099.999.999.900;41.537.759.662.806.800;3800.0;1.669.325.104;232177;496.923.863.548.938;171870;376.328.415.918;0.0001;54542025;152
26/06/2015;3.382.776.737.130.270;9.649.400.007.582.970;116278;347.352.499.298.986;242.6;13983500.0;4.154.082.407.996.400;3850.0;1.816.023.869;291304;496.923.863.548.938;233135;43.186.628.228.000.000;0.0001;64199127;154
27/06/2015;2.857.938.053.413.270;63.247.281.354.196.300;105875;3487855195.0;243.55;20488600.0;4.155.762.719.600.880;3225.0;1.674.241.236;295627;496.923.863.548.938;271686;324.169.653.095;0.0001;62617589;129
28/06/2015;19.084.740.168.099.800;632.734.769.135.675;99004;35.948.721.349.272.700;250.96;15137600.0;4.156.728.055.625.150;3525.0;15.394.986.900.000.000;272458;494.905.679.185.868;241974;362.895.211.976;0.0001;58195929;141
29/06/2015;30.295.971.958.903.900;10.270.775.502.842.800;124040;3.563.696.958.097.870;248.72;34742900.0;4.158.841.700.790.450;3500.0;1.870.253.432;290314;494.020.149.312.275;224118;62.18;0.0001;68195889;140
30/06/2015;38.829.504.208.921.600;13.928.332.647.389.500;155724;36.838.096.184.851.100;257.04;44533800.0;41.627.270.196.259.400;3625.0;2.995.122.247;313891;494.020.149.312.275;602707;14.631.107.243.760.000;0.0001;86772911;145
01/07/2015;2.990.509.424.298.220;1.122.214.733.221.310;143977;37.751.105.121.782.900;263.35;27029800.0;41.633.619.593.767.900;3375.0;21.276.285.950.000.000;309193;494.020.149.312.275;230330;57.287.441.958;0.0001;85653651;135
02/07/2015;3.111.506.570.894.150;11.021.208.655.903.500;141999;37.073.193.060.569.200;258.55;21551900.0;41.630.571.280.589.300;3850.0;2.429.662.311;316488;494.020.149.312.275;237903;83.285.801.404;0.0001;73448051;154
03/07/2015;2.923.874.535.752.990;9.517.109.803.793.340;129558;36.639.545.139.512.300;255.46;19033800.0;41.579.228.267.991.400;4025.0;2.279.418.437;301162;494.020.149.312.275;233966;514.431.323.246;0.0001;69272593;161
04/07/2015;22.056.035.781.989.800;72.234.985.629.645;104430;36.797.030.158.347.100;256.49;15620400.0;41.593.573.127.856.100;3800.0;1.784.510.252;277347;494.020.149.312.275;238582;30.080.377.730.000.000;0.0001;58989102;152
05/07/2015;2.753.526.901.195.190;10.611.598.392.091.400;114942;37.425.538.912.551.900;260.8;44156100.0;4.160.511.220.402.460;3550.0;2.094.808.987;307720;494.020.149.312.275;255254;97.539.390.384;0.0001;62794979;142
06/07/2015;3.751.071.388.481.800;13.621.452.415.400.500;173889;3.891.689.162.003.860;271.11;49154800.0;4.162.666.495.685.620;4525.0;35.590.639;342128;494.020.149.312.275;568307;10.841.688.900.000.000;0.00012299;91904271;181
07/07/2015;3.099.656.227.667.450;11.577.351.500.182.700;190613;3.876.041.999.232.780;269.96;28857600.0;41.651.198.090.015.900;3350.0;4.328.253.875;324880;494.020.149.312.275;700081;1.182.667.764;0.0002;103047898;134
08/07/2015;3.137.214.298.542.940;1.185.218.309.233.450;201586;38.199.408.752.952.400;265.98;36980200.0;4.166.984.612.598.070;4025.0;507.814.831;323601;494.020.149.312.275;1301391;1.328.782.884;0.0002;118681248;161
09/07/2015;3.357.331.610.057.470;13.186.740.769.843.300;191030;38.905.320.682.567.600;270.83;40301200.0;4.163.990.061.503.670;3325.0;4.017.988.719;327766;494.020.149.312.275;630204;62.106.936.014.199.900;0.0001;99049487;133
10/07/2015;4.551.293.798.064.340;16.288.043.847.742.200;192866;3.867.674.904.211.870;269.16;100390000.0;41.689.003.900.449.000;3850.0;3.736.990.049;322375;494.020.149.312.275;677969;35.932.860.000.000.000;0.0001;99244728;154
11/07/2015;32.767.507.667.695.400;1.091.276.143.493.920;186052;409.462.872.043.151;284.88;41109900.0;41.717.939.563.429.000;3700.0;38.713.930.680.000.000;319744;496.509.050.000.762;1257353;25.867.109.697.599.900;0.0001;110479447;148
12/07/2015;3.404.722.840.060.650;10.952.007.784.294.000;208550;4.214.227.912.797.240;293.14;56405000.0;41.791.131.054.247.000;3375.0;4.436.391.382;319701;510.763.663.034.821;927889;50.795.269.886.000.000;0.0001;104876113;135
13/07/2015;38.941.204.348.510.000;13.514.226.822.682.000;159547;4.469.796.618.769.380;310.83;62053900.0;41.794.158.152.091.800;3700.0;3.226.811.751;296403;510.763.663.034.821;647251;21.416.187;0.0001;106253319;148
14/07/2015;3.461.283.522.640.580;12.605.592.328.910.200;122474;42.005.011.566.677.100;292.03;28727200.0;41.802.443.129.034.100;3600.0;2.919.469.656;285095;510.763.663.034.821;201334;59.573.711.157.999.900;0.00010073;103105000;144
15/07/2015;32.177.851.438.964.200;10.200.686.972.765.500;115417;41.442.832.717.524.400;288.05;27486600.0;418.153.682.770.602;3825.0;26.133.822.770.000.000;275284;510.763.663.034.821;208002;49.484.622.229;0.0001;101408345;153
16/07/2015;3.704.992.060.110.610;1.295.017.484.805.450;114253;411.632.247.884.915;286.04;49482600.0;41.805.762.190.926.800;3350.0;27.396.219.470.000.000;275653;510.763.663.034.821;195307;53.205.439.419.600.000;0.0001;93714990;134
17/07/2015;2.949.901.491.794.920;9.380.959.069.554.740;116759;4.002.981.246.844.740;278.09;27591400.0;4.182.219.432.252.120;3675.0;2.404.523.437;253340;510.763.663.034.821;186448;334.376.500.551;0.0001;99460492;147
18/07/2015;22.340.836.547.908.300;7.160.609.402.917.060;130546;4.021.849.869.523.060;279.33;25187100.0;41.819.415.064.605.500;3725.0;4.355.700.027;257392;510.763.663.034.821;220683;915.951.003;0.0001;97543970;149
19/07/2015;1.837.401.560.498.360;5.571.109.117.521.590;120735;3.957.288.523.236.570;274.77;15332500.0;4.182.563.880.538.920;3800.0;196.377.689;290314;510.763.663.034.821;265504;75.286.979.999.999.900;0.0001;97266855;152
20/07/2015;2.514.334.799.243.470;8.592.699.972.074.540;125102;3.940.020.935.032.970;273.5;22711400.0;41.803.293.277.304.800;3900.0;4.005.246.965;284027;510.763.663.034.821;211539;34.627.911.579.999.900;0.0001;68488532;156
21/07/2015;2.647.295.116.184.300;9.260.829.572.922.510;133658;4.018.439.569.489.610;278.88;22930700.0;4.180.152.089.904.800;3175.0;2.567.332.781;306249;510.763.663.034.821;210357;27.285.069.806.400.000;0.0001;68004639;127
22/07/2015;25.111.365.716.870.200;954.559.023.779.594;131105;39.730.886.777.874.600;275.66;19389800.0;4.180.983.397.969.320;3850.0;2.736.251.591;295223;510.763.663.034.821;208544;30.215.335.180.800.000;0.0001;71315681;154
23/07/2015;25.852.471.773.479.700;9.085.753.252.491.780;109480;3.998.222.958.379.560;277.34;18531300.0;41.822.833.366.650.600;3500.0;2.658.585.451;256642;510.763.663.034.821;180185;51.317.717.836;0.0001;56191516;140
24/07/2015;2.962.953.091.858.220;10.008.267.397.570.200;109749;39.802.090.928.033.100;276.01;37199400.0;41.855.759.945.495.800;4225.0;2.327.602.155;273643;510.763.663.034.822;198224;53.104.489.606;0.0001;63593592;169
25/07/2015;1.935.561.914.050.640;8.284.984.281.233.240;100390;4.156.506.319.940.140;288.16;20.662.199.999.999.900;418.822.657.690.723;3850.0;2.024.099.182;243986;51.607.092.412.985;184028;29.470.685.112;0.0001;54624758;154
26/07/2015;15.003.295.231.580.000;5.933.822.765.753.770;92632;41.644.554.380.774.100;288.64;16032300.0;4.190.366.795.668.870;3600.0;2.117.046.613;298836;522.783.048.455.918;353458;3.949.918.614.399.990;0.0001;62463054;144
