date;txVolume(USD);adjustedTxVolume(USD);txCount;marketcap(USD);price(USD);exchangeVolume(USD);realizedCap(USD);generatedCoins;fees;activeAddresses;averageDifficulty;paymentCount;medianTxValue(USD);medianFee;blockSize;blockCount
18/09/2016;5.371.062.157.227.350;2.039.440.222.969.020;191458;9.625.015.191.034.740;606.28;4.867.940.000.000.000;592.800.197.205.512;1812.5;53.022.575.700.000.000;463470;225832872179.46;306040;48.637.442.807.199.900;0.0001582;98354542;145
19/09/2016;6.748.139.143.253.830;3.315.413.739.727.270;223407;9.682.870.506.763.750;609.87;54796400.0;5.930.075.304.831.140;1662.5;6.612.043.758;505154;225832872179.46;323072;657.278.610.372;0.0001792;111060484;133
20/09/2016;9.406.515.351.667.730;35.928.714.563.946.400;244164;9.674.195.580.593.770;609.25;72710896.0;5.939.335.127.344.470;1887.5;6.836.086.914;533341;225832872179.46;350746;675.471.393.025;0.0001808;118181209;151
21/09/2016;7.785.325.872.560.560;41.321.010.771.796.800;239050;958.548.326.301.256;603.59;8.277.620.000.000.000;5.939.282.748.787.650;2075.0;6.496.509.855.000.000;514307;225832872179.46;344331;63.727.152.918;0.00017631;118084398;166
22/09/2016;9.676.845.864.302.190;34.807.720.139.680.000;231086;9.486.263.004.955.890;597.28;6.708.529.999.999.990;5.939.975.326.663.340;1762.5;6.272.699.094;496593;225832872179.46;310269;60.848.318.096;0.00017739;107524077;141
23/09/2016;8.458.769.163.406.500;35.497.713.612.209.400;223051;9.470.160.456.362.880;596.2;51067000.0;5.942.654.552.618.350;1700.0;6.005.767.564;488936;225832872179.46;299889;7.723.701.244.600.000;0.00015975;109515503;136
24/09/2016;6.125.968.975.595.400;280.545.652.706.343;208484;9.578.627.500.704.040;602.96;35359500.0;5.942.504.658.800.260;2075.0;58.954.254.240.000.000;473858;225832872179.46;299924;54.054.574.122.400.000;0.0001808;105557222;166
25/09/2016;7.688.738.689.375.510;2.302.725.781.641.790;195457;9.576.638.000.068.650;602.75;33977800.0;5.948.254.632.512.210;2312.5;4.959.149.659;465836;234.736.618.673.551;313603;56.533.218.412.500.000;0.00015000000000000001;105617598;185
26/09/2016;11.122.034.713.751.700;38.143.835.532.290.300;230616;9.547.035.762.090.090;600.81;59153800.0;5.952.505.318.257.370;1912.5;6.052.560.461;540295;241.227.200.229.991;341570;8.128.233.521.519.990;0.00015000000000000001;117937665;153
27/09/2016;7.295.151.470.152.260;37.371.751.997.494.800;240168;9.662.711.680.990.640;608.02;4.942.240.000.000.000;5.956.274.262.176.390;2087.5;6.299.270.729;549579;241.227.200.229.992;340459;823.884.002.956;0.00015000000000000001;127627975;167
28/09/2016;1.243.808.817.083.430;42.074.373.783.446.600;234847;963.553.214.338.723;606.24;48722600.0;595.838.996.507.686;1850.0;6.474.431.075;547163;241.227.200.229.991;343599;873.304.906.608;0.0001582;115781311;148
29/09/2016;8.159.126.212.971.960;42.946.682.489.356.700;242587;9.617.251.947.649.980;605.02;55658600.0;5.960.455.902.137.500;1787.5;6.853.955.587;553367;241.227.200.229.991;353331;846.176.797.362;0.0001582;119092742;143
30/09/2016;1.184.556.478.952.250;3.893.651.559.642.370;250801;9.629.449.669.279.840;605.72;5.612.240.000.000.000;59.624.118.532.057.900;1775.0;6.845.068.728;559609;241.227.200.229.991;352391;86.435.002.274;0.0001582;119756751;142
01/10/2016;7.191.771.967.373.770;26.730.586.283.354.100;213773;969.749.523.337.203;609.93;56357000.0;5.965.984.057.094.530;1962.5;587.351.644;498339;241.227.200.229.991;317402;5.947.354.848.329.990;0.0001582;111670496;157
02/10/2016;5.814.552.004.736.440;26.259.658.140.145.700;192542;9.762.433.720.618.520;613.95;39249800.0;596.775.043.498.974;1762.5;5.342.262.056;462255;241.227.200.229.991;294431;54.893.453.685.000.000;0.0001582;101313035;141
03/10/2016;9.755.349.918.704.740;36.942.282.227.219.100;258654;9.716.171.558.152.120;610.97;46798300.0;5.974.428.262.412.370;1887.5;7.523.840.275;628813;241.227.200.229.991;408770;67.130.756.429;0.00015913;130547673;151
04/10/2016;9.029.817.679.232.860;4.181.387.735.293.880;264504;9.734.523.205.879.620;612.05;49801600.0;5.980.722.425.498.510;1975.0;7.103.602.966;600999;241.227.200.229.991;385690;71.960.603.614;0.0001582;130182345;158
05/10/2016;10.203.206.669.685.800;39.478.605.850.256.600;266644;9.706.592.558.167.670;610.22;68077504.0;5.984.287.508.857.510;2087.5;7.277.844.316;585521;241.227.200.229.992;380992;62.888.144.293;0.0001624;131748310;167
06/10/2016;11.085.614.622.621.200;3.788.869.810.703.530;274325;9.743.565.935.926.770;612.47;56812100.0;5.987.538.885.864.200;2012.5;7.772.649.993;621273;241.227.200.229.992;434465;60.940.765.000.000.000;0.0001582;133211494;161
07/10/2016;10.966.566.160.376.300;3.639.286.980.587.930;266181;9.746.844.280.406.300;612.61;64071400.0;5.991.309.620.609.980;1787.5;7.205.178.137;577273;241.227.200.229.991;376502;641.563.480.125;0.0001582;124051855;143
08/10/2016;11.764.752.191.916.300;2.697.236.153.674.620;250503;9.823.297.181.023.790;617.34;42345900.0;5.995.171.788.271.440;2112.5;6.751.007.174;549445;250.540.187.708.581;367736;5.458.309.149.720.000;0.0001582;128649860;169
09/10/2016;14.858.528.451.289.300;23.990.309.961.387.300;210388;9.853.669.271.450.440;619.17;39243400.0;59.974.867.255.214.200;2000.0;5.827.379.152;509901;258.522.748.404.516;338385;52.488.149.214.299.900;0.0001582;109160440;160
10/10/2016;13.077.103.588.436.700;3.491.584.648.862.380;222872;9.817.227.457.257.040;616.82;67481104.0;6.000.648.574.457.710;1550.0;678.353.189;514281;258.522.748.404.516;306972;64.462.501.196;0.0001855;106444298;124
11/10/2016;1.405.523.878.111.500;4.224.617.904.063.910;263426;9.856.736.389.009.560;619.24;103590000.0;6.014.368.016.474.940;1737.5;8.075.501.147;601465;258.522.748.404.516;375306;65.763.288;0.0001808;128309325;139
12/10/2016;1.439.377.030.088.940;42.056.198.990.010.700;233296;10.202.146.705.735.800;640.87;92370200.0;6.025.902.580.547.830;1800.0;6.831.244.694;544859;258.522.748.404.516;355397;877.108.973.401;0.00016544000000000002;124494613;144
13/10/2016;7.289.929.660.133.140;3.828.810.452.670.390;229575;10.125.979.214.004.700;636.03;61620700.0;6.029.594.678.015.760;1600.0;6.712.105.979;547741;258.522.748.404.516;346101;890.704.616.787;0.0001582;116741080;128
14/10/2016;11.095.558.678.652.100;334.164.524.198.229;239588;1.014.264.538.618.220;637.01;5.814.460.000.000.000;6.033.758.645.766.080;1700.0;6.801.350.542;532160;258.522.748.404.516;397663;76.340.425.018;0.0001582;116782478;136
15/10/2016;19.000.295.232.138.200;2.975.188.632.534.350;210306;1.019.624.794.628.030;640.31;39035400.0;6.036.485.846.010.140;1775.0;626.006.372;501726;258.522.748.404.516;349122;691.819.417.795;0.00016301;110994520;142
16/10/2016;13.443.288.173.541.100;2.785.436.175.982.700;197746;10.177.738.085.505.700;639.08;40298100.0;6.040.688.223.730.010;1625.0;5.754.846.761;482676;258.522.748.404.516;301115;63.793.476.864.000.000;0.0001808;98656699;130
17/10/2016;9.719.222.491.038.470;3.905.519.650.257.520;237107;10.222.376.733.081.900;641.82;58063600.0;605.103.924.109.001;1562.5;7.244.112.233;550541;258.522.748.404.516;321227;7.245.120.888.000.000;0.0001871;116209166;125
18/10/2016;13.194.519.900.054.800;40.986.774.047.948.700;251366;10.185.126.082.799.400;639.41;65546700.0;6.058.157.530.710.290;1937.5;7.724.037.508;588298;258.522.748.404.516;353730;781.509.728.937;0.00017632;130486535;155
19/10/2016;10.590.752.366.883.700;35.692.244.911.964.300;198958;10.165.701.887.158.500;638.13;69381696.0;6.061.222.461.601.760;1562.5;6.238.149.631;459988;258.522.748.404.516;255431;791.494.782.111;0.0001808;100925218;125
20/10/2016;1.330.855.789.838.510;4.246.566.647.092.640;270246;10.047.667.701.352.600;630.66;5.695.730.000.000.000;6.063.633.606.375.080;1675.0;8.931.863.339;624199;258.522.748.404.516;369990;6.841.317.694.199.990;0.0002;130975846;134
21/10/2016;18.181.691.302.458.600;3.378.773.509.384.540;265191;10.051.633.639.714.400;630.83;55951000.0;6.071.723.250.897.680;2050.0;7.608.109.984.000.000;584321;258.522.748.404.516;385394;7.794.764.471.290.000;0.00018707;129738091;164
22/10/2016;6.601.015.139.115.420;27.199.943.895.894.800;216559;10.089.613.291.585.300;633.14;78556496.0;6.078.623.329.241.790;1862.5;6.662.886.636;524550;257.535.264.828.067;299538;678.454.652.882;0.00018078000000000001;118287070;149
23/10/2016;10.530.169.689.497.300;2.360.386.847.220.770;191434;1.048.086.626.674.050;657.62;5.447.459.999.999.990;6.082.968.123.473.720;1800.0;6.749.823.388;525340;253.618.246.641.489;293467;6.543.319.000.000.000;0.00017792;114096513;144
24/10/2016;2.205.048.997.809.270;3.519.174.891.116.730;226837;10.474.662.752.495.500;657.16;62218200.0;6.088.926.705.707.130;1787.5;8.114.570.038.000.000;581792;253.618.246.641.489;313970;885.942.499.512;0.00018164;126750949;143
25/10/2016;18.257.578.807.317.700;372.786.909.370.613;236891;10.425.337.820.173.600;654.0;90378800.0;609.719.468.810.909;1737.5;9.909.135.171;617973;253.618.246.641.489;331032;9.402.067.500.000.000;0.0002;131206039;139
26/10/2016;1.248.768.996.718.130;40.159.624.276.023.400;223178;10.485.175.215.296.000;657.68;88877104.0;6.111.707.218.396.660;1725.0;12.366.682.607;613898;253.618.246.641.489;288560;85.262.029.808;0.00021470000000000001;134466944;138
27/10/2016;2.115.881.835.581.100;497.083.434.436.091;326226;10.813.788.179.900.800;678.21;96105296.0;6.129.227.659.480.410;2025.0;11.104.197.547;721678;253618246641.49;441545;7.622.067.154.260.000;0.0002;158375359;162
28/10/2016;8.510.116.359.645.880;4.492.401.505.781.910;250724;10.971.108.836.447.400;688.0;81145504.0;6.136.855.244.919.580;1900.0;8.218.591.551;570194;253.618.246.641.489;342180;7.894.583.968;0.0002057;124110144;152
29/10/2016;852.316.194.066.013;3.885.595.620.906.240;229540;11.008.812.347.134.500;690.29;134760992.0;6.152.260.924.552.610;1862.5;7.316.334.719;541665;253.618.246.641.489;324030;70.810.431.403;0.0002;115182916;149
30/10/2016;8.116.053.024.238.710;35.222.750.197.457.000;207814;11.390.384.604.942.700;714.12;100665000.0;6.154.763.182.567.480;2100.0;6.261.635.815;472384;253618246641.49;268712;64.884.514.728;0.00018704;105235851;168
31/10/2016;10.428.173.794.562.700;45.565.443.291.927.600;241631;11.208.491.859.087.800;702.64;97064400.0;6.165.887.561.809.710;1837.5;7.630.761.672;579849;253.618.246.641.489;373147;859.137.812.712;0.0001806;119214688;147
01/11/2016;10.747.666.503.474.200;46.880.046.964.940.100;246506;11.188.980.288.798.600;701.34;130527000.0;61.830.912.300.724.300;1800.0;7.888.304.167;602670;253.618.246.641.489;337197;884.467.027.668;0.00017800000000000002;123415439;144
02/11/2016;3.249.668.546.413.580;4.218.798.715.941.740;268285;11.648.432.184.252.000;730.07;84865200.0;619.481.335.313.852;1662.5;7.952.440.935;585172;253.618.246.641.489;343942;81.713.960.834;0.00017328;120193307;133
03/11/2016;4.739.231.003.140.760;4.882.524.514.161.580;271843;1.184.575.912.423.110;742.35;172808000.0;6.194.257.643.760.320;1937.5;789.896.584;593610;253.618.246.641.489;361902;8.310.387.029.700.000;0.0001677;129054941;155
04/11/2016;3.782.596.691.071.480;4.353.856.264.629.980;247927;10.997.399.711.988.600;689.12;99907696.0;6.202.360.956.738.760;1450.0;8.433.985.522;547623;253.618.246.641.489;325188;793.660.675.504;0.00019552;110908551;116
05/11/2016;38.880.571.504.274.100;3.187.186.508.996.740;238068;1.122.849.260.604.820;703.53;53752300.0;6.206.680.334.852.130;1837.5;7.375.387.364;555971;253.965.858.708.096;353946;662.808.206.187;0.00017714;116490741;147
06/11/2016;353.231.404.224.645;3.026.080.368.688.760;225633;11.234.317.179.072.900;703.81;59902200.0;6.213.117.018.536.400;1912.5;7.081.542.827;519672;254.620.187.304.062;353245;679.418.831.021;0.0001808;111810666;153
07/11/2016;28.881.145.804.008.800;43.228.719.614.896.000;274135;11.346.155.778.176.700;710.74;65047100.0;6.217.907.216.023.900;1825.0;9.127.487.749.000.000;628572;254.620.187.304.062;386085;7.515.044.927;0.0001808;129460945;146
08/11/2016;2.194.461.543.748.320;4.382.706.937.265.730;295891;11.225.410.504.410.900;703.09;79660800.0;6.230.457.656.027.510;2112.5;8.925.535.917;662890;254.620.187.304.062;411726;693.876.989.876;0.00016104000000000002;146398944;169
09/11/2016;16.621.652.236.612.500;4.982.642.225.761.760;269948;11.334.359.753.491.100;709.83;132429000.0;6.243.307.545.812.500;1837.5;8.373.198.606;614664;254.620.187.304.062;366946;8.363.234.805.750.000;0.00016656;131094394;147
10/11/2016;110.020.869.120.864;37.863.460.475.141.800;271206;11.543.556.217.760.000;722.84;68807800.0;6.250.006.184.541.880;2100.0;822.928.672;611576;254.620.187.304.062;370442;7.350.612.727.320.000;0.0001582;135162235;168
11/11/2016;808.721.476.713.179;3.416.344.900.680.290;254456;11.428.505.781.067.400;715.55;6.311.969.999.999.990;625.734.568.897.928;2037.5;7.274.402.535;557455;254.620.187.304.062;334900;71.466.057.135;0.00015431;123034447;163
12/11/2016;569.464.011.846.449;24.822.521.586.852.500;228718;11.449.165.690.699.900;716.75;64622500.0;62.597.686.063.766.900;2100.0;6.589.536.127;572164;254.620.187.304.062;355763;671.241.893.975;0.0001582;119347737;168
13/11/2016;6.291.697.709.955.710;29.817.809.924.678.700;219515;11.265.822.994.254.300;705.2;80318096.0;6.262.764.735.256.180;1775.0;6.267.231.406;539464;254.620.187.304.062;336432;60.083.040.000.000.000;0.0001582;109822698;142
14/11/2016;833.792.416.363.661;406.143.502.547.225;270334;11.222.793.042.279.600;702.0;6.299.300.000.000.000;6.269.009.800.356.840;2150.0;7.942.615.064;633190;254.620.187.304.062;393206;7.285.287.204;0.0001582;135919215;172
15/11/2016;10.259.634.192.592.200;3.943.450.059.353.390;280196;11.284.710.118.780.500;705.79;72038496.0;6.277.867.093.262.970;1950.0;8.145.867.865;653384;254.620.187.304.062;408849;752.221.524.414;0.0001582;133288207;156
16/11/2016;11.547.995.735.329.300;44.370.863.990.724.300;289618;1.137.226.188.357.780;711.17;141294000.0;6.299.974.044.862.160;2137.5;7.946.533.169;616360;254.620.187.304.062;378645;69.847.490.433;0.0001548;135320569;171
17/11/2016;9.633.839.098.544.160;5.337.007.851.819.150;277301;11.912.770.680.770.700;744.88;108579000.0;631.252.099.170.962;1987.5;8.903.665.576;627629;254.620.187.304.062;391396;7.435.015.250.720.000;0.0001692;142845444;159
18/11/2016;8.870.662.693.785.780;4.838.632.928.372.970;275777;11.847.410.973.705.400;740.71;87363104.0;6.325.602.586.853.420;1850.0;8.354.457.183;625829;272.434.584.596.264;410851;7.395.381.967.800.000;0.00016523000000000002;137994111;148
19/11/2016;7.128.382.317.266.030;3.773.238.437.771.800;249618;12.026.622.182.622.500;751.83;110608000.0;6.332.459.367.528.860;1775.0;7.214.751.446;579057;281.800.917.193.195;392933;64.960.292.307;0.0001639;121108121;142
20/11/2016;7.274.387.475.680.590;3.821.494.745.906.000;243463;12.028.642.001.601.300;751.88;154116000.0;6.334.558.948.414.810;1600.0;7.295.353.104;579558;281.800.917.193.195;394133;56.938.669.392;0.00017296;115495198;128
21/11/2016;957.019.911.567;52.472.833.481.162.500;285654;1.170.022.399.367.110;731.27;60802400.0;63.427.244.600.955.900;1737.5;9.492.004.537;609893;281.800.917.193.195;426814;6.570.945.050.739.990;0.0002;128226526;139
22/11/2016;10.086.600.765.312.400;4.997.706.030.300.430;285501;11.835.357.676.909.600;739.64;12.990.599.999.999.900;6.354.815.937.465.200;1675.0;10.152.105.178.000.000;609321;281.800.917.193.195;450985;691.507.261.324;0.0002057;128490565;134
23/11/2016;10.722.850.841.541.600;49.505.740.976.822.600;276777;12.030.479.338.453.200;751.74;76543800.0;6.375.542.154.379.620;1837.5;10.895.046.532;646475;281.800.917.193.195;422174;705.225.035.064;0.0002;139808255;147
24/11/2016;11.960.399.795.725.100;46.203.838.123.199.300;328376;11.917.962.079.882.800;744.62;85919296.0;639.355.150.843.846;2025.0;13.586.177.837;735177;281.800.917.193.195;467803;67.002.322.378;0.00020628;154177679;162
25/11/2016;924.555.579.143.969;51.217.667.165.984.600;315235;11.852.447.741.865.700;740.44;67807600.0;6.399.135.371.816.240;1900.0;13.807.167.767;682916;281.800.917.193.195;407434;6.751.250.471.600.000;0.0002;143303004;152
26/11/2016;7.052.212.773.612.590;3.714.992.257.780.540;277455;11.871.032.715.150.600;741.51;5.496.270.000.000.000;64.047.505.388.313;1912.5;10.174.634.136;664484;281.800.917.193.195;398451;59.228.926.911;0.0002;144584650;153
27/11/2016;5.419.654.399.349.770;2.842.262.612.409.210;237245;11.775.247.040.420.800;735.44;52601800.0;6.409.490.026.680.750;1800.0;8.115.381.886;572082;281.800.917.193.195;351513;516.056.703.576;0.0002;118296629;144
28/11/2016;8.473.528.936.232.770;4.672.673.978.073.360;298366;11.729.304.997.842.300;732.48;61888600.0;6.416.690.459.197.410;2050.0;10.957.588.157;709141;281.800.917.193.195;421349;738.877.553.568;0.0002;149094264;164
29/11/2016;8.732.913.962.904.030;4.453.859.013.655.790;289501;11.792.352.257.072.300;736.33;68511104.0;6.422.057.176.209.560;1862.5;10.105.426.951;650263;281.800.917.193.195;394698;813.056.837.761;0.0002;135020295;149
30/11/2016;8.543.442.665.481.380;4.233.449.768.689.010;292512;11.792.818.932.715.200;736.28;84070800.0;6.431.300.913.029.060;1775.0;9.956.774.283;637060;281.800.917.193.195;399858;775.701.388.364;0.0002;129539140;142
01/12/2016;915.126.255.305.011;40.367.384.173.382.300;239536;11.950.711.346.718.200;746.05;80461904.0;6.443.971.794.445.980;1825.0;10.270.561.249.000.000;596125;281.800.917.193.195;322867;790.300.836.675;0.00020173;131328356;146
02/12/2016;1.185.588.273.899.280;52.562.284.366.207.600;315335;12.136.118.339.597.300;757.54;12.760.499.999.999.900;6.461.324.471.147.120;1787.5;12.059.021.932;732676;286.175.539.941.774;459814;85.450.019.599;0.00020565;139649336;143
03/12/2016;7.177.191.905.724.900;3.373.873.336.107.160;287816;12.469.410.320.204.900;778.25;69547296.0;6.512.052.673.681.320;2150.0;10.113.526.766;703995;286765766820.55;410772;76.855.409.455;0.0002;151508259;172
04/12/2016;5.852.999.840.214.230;2.688.068.050.119.080;245502;12.365.032.067.888.100;771.64;60557900.0;6.517.322.564.673.900;1850.0;9.263.816.666;644845;286765766820.55;337129;7.244.464.975.999.990;0.0002;126835877;148
05/12/2016;11.455.872.022.479.300;5.117.002.665.423.970;277849;12.394.541.487.499.900;773.39;106363000.0;6.523.771.180.747.580;1900.0;10.612.511.446;670364;286765766820.55;400596;91.235.503.537;0.0002034;134168624;152
06/12/2016;1.076.275.365.365.080;45.326.779.057.619.600;319612;1.216.093.175.608.740;758.72;11.621.800.000.000.000;653.083.737.525.183;1875.0;11.947.737.538;748679;286765766820.55;425901;8.597.622.325.120.000;0.00020646;144414164;150
07/12/2016;9.839.409.296.516.180;4.715.625.711.190.820;310580;12.250.537.525.344.500;764.21;96426096.0;6.540.126.957.864.030;2175.0;10.759.327.335;768077;286765766820.55;428678;89.656.047.306;0.0002;153849653;174
08/12/2016;905.673.784.324.273;45.091.034.893.952.200;282554;12.314.069.782.249.100;768.08;80111904.0;6.552.438.535.639.430;1962.5;9.623.895.714;651835;286765766820.55;366982;8.974.861.184.000.000;0.0002;133477897;157
09/12/2016;9.427.595.194.225.490;4.461.187.184.222.130;268680;12.345.166.367.972.300;769.94;68705296.0;6.559.189.874.899.170;1687.5;9.630.486.037;616032;286765766820.55;354402;897.950.532.376;0.0002;125593713;135
10/12/2016;731.857.052.410.075;3.640.370.233.721.390;250109;12.395.829.463.189.000;773.02;5.384.310.000.000.000;6.570.845.993.727.870;1650.0;8.684.229.837.000.000;594520;286765766820.55;341645;772.517.537;0.0002;118599587;132
11/12/2016;6.396.375.012.944.070;2.940.526.180.964.880;229746;12.425.398.536.094.400;774.75;5.731.340.000.000.000;6.576.200.712.717.120;2337.5;7.669.390.919;568515;286.765.766.820.549;346878;710.465.041.275;0.00018800000000000002;127915448;187
12/12/2016;9.829.125.138.130.680;4.170.898.449.781.970;268506;1.235.129.784.518.290;770.04;76571000.0;65.865.644.062.338;1950.0;931.264.006;637404;286765766820.55;370447;868.428.318.816;0.00019024;125738284;156
13/12/2016;9.892.258.446.222.750;43.852.295.712.236.900;291579;12.523.220.705.851.300;780.65;81645600.0;6.596.116.661.685.290;2225.0;9.765.573.127;663897;286.765.766.820.549;376475;861.593.646.875;0.0002;145052446;178
14/12/2016;109.309.544.141.638;4.313.825.297.810.810;286189;12.510.791.401.329.800;780.01;75979000.0;6.604.914.177.347.100;1737.5;9.482.014.754.000.000;619913;286765766820.55;367637;827.655.194.828;0.0002;125326274;139
15/12/2016;13.780.194.668.294.500;47.638.839.046.152.700;282558;1.251.653.186.859.990;780.07;81580096.0;6.615.831.605.188.670;1587.5;10.043.219.466.000.000;611935;308.312.273.901.631;353105;9.025.409.900.000.000;0.0002034;121339151;127
16/12/2016;12.603.633.982.246.000;45.548.151.800.826.800;279228;12.500.010.587.531.600;778.96;83608200.0;6.624.752.726.716.380;1662.5;9.757.905.572;638084;310.153.855.703.433;392053;816.438.725.648;0.00020499;128560034;133
17/12/2016;8.304.275.678.702.020;41.120.286.219.064.100;237986;12.601.108.300.943.000;785.17;78989800.0;6.633.994.730.455.140;1800.0;8.136.024.503;585323;310.153.855.703.433;378490;7.163.459.236.499.990;0.0002;117652853;144
18/12/2016;847.570.827.695.675;3.420.397.657.239.850;235648;12.696.214.373.760.200;791.01;60524400.0;664.430.586.317.635;1762.5;8.081.959.375;565086;310.153.855.703.433;308901;847.213.000.722;0.0002;121459709;141
19/12/2016;101.083.295.722.205;459.039.628.669.857;281978;12.692.664.294.138.800;790.69;74886400.0;66.509.599.631.073.200;1887.5;10.396.098.767.000.000;659635;310.153.855.703.433;396734;9.330.632.227.800.000;0.0002;138130965;151
20/12/2016;11.351.512.736.684.900;5.072.367.990.362.100;296335;12.718.925.544.914.900;792.25;99629296.0;6.665.065.104.968.060;1725.0;10.192.528.818;651525;310.153.855.703.433;382981;90.915.441;0.0002;133912387;138
21/12/2016;1.956.303.665.408.690;5.676.390.926.517.240;325518;12.855.311.424.586.800;800.64;155576000.0;6.697.533.266.251.440;1987.5;11.492.502.583;704306;310.153.855.703.432;404799;943.279.940.736;0.0002;153270536;159
22/12/2016;1.423.460.531.891.530;5.979.644.183.816.000;314485;13.395.460.140.679.200;834.18;200027008.0;672.987.132.162.841;1987.5;10.617.675.284;683218;310.153.855.703.432;399186;9.235.317.725.939.990;0.0002;146253955;159
23/12/2016;1.659.745.294.684.270;6.652.992.855.807.430;304845;13.890.312.152.813.800;864.89;275564000.0;6.783.631.424.402.780;1900.0;10.048.771.495;659622;310.153.855.703.433;399907;9.136.586.389.189.990;0.0001865;134974418;152
24/12/2016;10.045.185.850.524.300;49.744.699.986.546.800;240683;14.811.960.858.215.000;922.18;137727008.0;6.794.202.414.675.880;1712.5;8.358.322.018;550962;310.153.855.703.433;326360;7.989.482.566.379.990;0.0002;117119862;137
25/12/2016;7.361.172.543.171.700;4.105.443.432.102.090;197199;14.451.936.013.598.900;899.65;143664992.0;6.807.632.022.833.200;2062.5;6.193.750.723;470730;310.153.855.703.432;275668;76.090.273.826;0.0001808;106940761;165
26/12/2016;10.040.378.428.666.600;4.963.999.736.725.130;244772;14409486987.0;896.91;123771000.0;6.824.424.924.419.040;1775.0;8.797.239.373.000.000;590003;310.153.855.703.433;351190;89.691;0.0002;121532586;142
27/12/2016;1.163.839.042.244.460;6.313.281.374.096.440;296390;14.595.006.789.277.200;908.35;167308000.0;6.850.505.670.735.120;1950.0;9.953.217.417;647978;310.153.855.703.432;389388;924.396.638.595;0.0002;136755695;156
28/12/2016;12.526.020.180.408.800;6.577.692.624.386.000;305230;15.022.464.262.312.600;934.83;236630000.0;6.899.935.714.002.240;2050.0;10.435.263.976;660743;312.083.434.211.513;389297;945.286.540.965;0.0002;142430752;164
29/12/2016;1.296.395.393.195.550;6.782.787.129.685.860;304455;1.567.181.395.733.020;975.13;199320000.0;6.934.868.562.079.520;1875.0;10.723.074.067;654659;317.688.400.354.034;395960;9.731.797.399.999.990;0.0002;141059673;150
30/12/2016;15.203.370.924.829.100;6.397.901.424.854.640;286661;15.631.977.056.925.500;972.53;187474000.0;6.957.525.755.160.170;1962.5;100.318.724;642264;317.688.400.354.033;407136;913.052.691.031;0.0002;136858129;157
31/12/2016;9.518.228.963.482.340;4.373.255.632.561.150;250125;15.442.559.572.374.100;960.63;99135104.0;6.970.788.502.148.630;1850.0;8.232.831.226;571945;317.688.400.354.034;381008;8.759.146.340.010.000;0.00018283;118979502;148
01/01/2017;8.091.952.176.664.050;351.703.373.319.717;180346;15.493.008.978.861.900;963.66;147775008.0;69.955.160.174.694;1950.0;6.507.949.883;463524;317.688.400.354.033;380094;657.132.570.678;0.0001808;108972204;156
02/01/2017;11.816.454.913.396.700;541.592.971.042.505;290792;16057110566.0;998.62;222184992.0;7.033.148.400.485.530;1987.5;11.288.414.659;703956;317.688.400.354.033;488228;7.993.520.697.539.990;0.0002;150235545;159
03/01/2017;15.894.034.280.577;6.301.025.710.196.310;301500;16.428.719.419.121.700;1021.6;185168000.0;7.072.686.407.601.890;2050.0;11.750.869.676;654614;317.688.400.354.033;493467;8.701.386.056;0.0002;148678057;164
04/01/2017;1.804.449.495.565.150;7.759.001.331.755.660;328489;16.797.398.520.000.000;1044.4;344945984.0;7.161.015.553.559.230;1912.5;1.933.374.362;696386;317.688.400.354.034;457639;91.360.728.144;0.00022600000000000002;150867668;153
05/01/2017;2.513.362.691.406.600;10.680.695.171.163.400;288361;18.606.044.848.941.500;1156.73;510199008.0;7.222.923.170.105.870;1750.0;11.499.194.252.000.000;651157;317.688.400.354.034;386539;11.509.463.500.000.000;0.00022600000000000002;137787565;140
06/01/2017;1.841.992.006.981.350;861.068.891.154.247;346244;16.316.083.779.199.600;1014.24;351876000.0;720.133.537.652.702;2012.5;12.777.072.194;717134;317.688.400.354.033;448839;8.294.353.296;0.00022600000000000002;158477224;161
07/01/2017;12.348.470.952.468.000;5.998.415.502.030.700;281922;1.453.597.817.384.140;903.49;279550016.0;7.205.970.533.076.560;1725.0;1.063.384.173;645716;317.688.400.354.034;429648;6.960.009.013.790.000;0.00022600000000000002;136239912;138
08/01/2017;7.948.235.952.812.630;43.195.126.536.312.500;259934;14.613.211.207.007.100;908.17;158715008.0;7.216.568.141.806.670;2087.5;912.413.482;597145;317.688.400.354.033;377238;5.981.400.152.039.990;0.0002034;135340046;167
09/01/2017;13.089.311.841.795.000;6.473.228.314.038.060;269811;1.469.633.876.430.840;913.24;141876992.0;7.225.374.707.959.690;1700.0;10.204.592.665;611419;317.688.400.354.034;387166;777.842.307.008;0.00022600000000000002;125528430;136
10/01/2017;1.309.714.815.326.260;6.095.743.247.711.750;323728;14.524.349.699.915.700;902.44;115808000.0;7.234.467.307.758.600;2000.0;11.994.087.094;701527;319489481520.45;441222;680.565.379.648;0.00022600000000000002;153555278;160
11/01/2017;2.982.631.033.610.790;8.598.894.223.351.690;302905;14.617.301.724.603.400;908.11;310928992.0;7.206.693.143.255.360;1912.5;11.182.087.465.000.000;638259;336.899.932.795.807;379465;859.184.029.963;0.00022700000000000002;141221502;153
12/01/2017;17.105.803.160.407.400;6.383.686.624.961.400;294953;1.247.940.345.165.930;775.18;222326000.0;72.072.799.319.659;2150.0;10.550.392.824.000.000;623555;336.899.932.795.807;371770;736.017.596.328;0.00022600000000000002;137888699;172
